"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"musisk.no","musisk.no","http://www.musisk.no","","Steinkjer Kirkelige Fellesråd","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mykingskule.no","mykingskule.no","http://mykingskule.no","","Lindås Kommune","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"mylingenbarnehage.no","mylingenbarnehage.no","http://mylingenbarnehage.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"myre-havn.no","myre-havn.no","http://www.myre-havn.no","","Øksnes Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"myreneskole.no","myreneskole.no","http://myreneskole.no","","Porsgrunn Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"myreskole.no","myreskole.no","http://myreskole.no","","Øksnes Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"mysenskole.no","mysenskole.no","http://www.mysenskole.no","","Eidsberg Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"myvilvite.no","myvilvite.no","http://www.myvilvite.no","","Bergen Vitensenter AS","Hordaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nabeitaskole.no","nabeitaskole.no","http://nabeitaskole.no","","Frøya Kommune","Sør-Trøndelag","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"naeringforklima.no","naeringforklima.no","http://naeringforklima.no","","Oslo Kommune Bymiljøetaten","Oslo","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"naeringsomrader.no","naeringsomrader.no","http://naeringsomrader.no","","Samarbeidsrådet For Nedre Romerike","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"naeringsparker.no","naeringsparker.no","http://naeringsparker.no","","Samarbeidsrådet For Nedre Romerike","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"nakkenbarnehage.no","nakkenbarnehage.no","http://www.nakkenbarnehage.no","","Vågan Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nakulturskole.no","nakulturskole.no","http://nakulturskole.no","","Nord-Aurdal Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"nam-namdalen.no","nam-namdalen.no","http://nam-namdalen.no","","Vikna Kommune","Nord-Trøndelag","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"namdalrehab.no","namdalrehab.no","http://namdalrehab.no","","Namdal Rehabilitering Iks","Nord-Trøndelag","No","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"namdalsbibliotekene.no","namdalsbibliotekene.no","http://namdalsbibliotekene.no","","Nærøy Kommune","Nord-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"namdalseid.kommune.no","namdalseid.kommune.no","http://www.namdalseid.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"namdalseidlegekontor.no","namdalseidlegekontor.no","http://namdalseidlegekontor.no","","Namdalseid Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"namnamdalen.no","namnamdalen.no","http://namnamdalen.no","","Vikna Kommune","Nord-Trøndelag","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"namsos.kommune.no","namsos.kommune.no","http://www.namsos.kommune.no","","","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"namsoskulturskole.no","namsoskulturskole.no","http://www.namsoskulturskole.no","","Namsos Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"namsskogan.kommune.no","namsskogan.kommune.no","https://www.namsskogan.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"namsskoganlegekontor.no","namsskoganlegekontor.no","http://namsskoganlegekontor.no","","Namsskogan Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"nannestad.folkebibl.no","nannestad.folkebibl.no","http://www.nannestad.folkebibl.no","","Nannestad Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"nannestad.kommune.no","nannestad.kommune.no","https://www.nannestad.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nansettensing.no","nansettensing.no","http://www.nansettensing.no","","Nanset Sokn","Vestfold","No","dotgov","No","No","No","","","","","","No"
"naringsarealer.no","naringsarealer.no","http://naringsarealer.no","","Samarbeidsrådet For Nedre Romerike","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"naringsomrader.no","naringsomrader.no","http://naringsomrader.no","","Samarbeidsrådet For Nedre Romerike","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"naringsparker.no","naringsparker.no","http://naringsparker.no","","Samarbeidsrådet For Nedre Romerike","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"naroy.kommune.no","naroy.kommune.no","http://naroy.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"naroykulturhus.no","naroykulturhus.no","http://www.naroykulturhus.no","","Nærøy Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"naroyverksted.no","naroyverksted.no","http://www.naroyverksted.no","","Nærøy Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"narvik.kommune.no","narvik.kommune.no","https://www.narvik.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"narvik.vgs.no","narvik.vgs.no","http://www.narvik.vgs.no","","Nordland Fylkeskommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"narvikbarnehagen.no","narvikbarnehagen.no","http://narvikbarnehagen.no","","Narvik Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"narvikskolen.no","narvikskolen.no","http://narvikskolen.no","","Narvik Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"nasjonalmuseumshavn.no","nasjonalmuseumshavn.no","http://nasjonalmuseumshavn.no","","Vest-Agder-Museet Iks","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"nasjonalparken.no","nasjonalparken.no","https://nasjonalparken.no","","Lierne Nasjonalparksenter Iks","Nord-Trøndelag","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nasjonalparkkommuner.no","nasjonalparkkommuner.no","http://nasjonalparkkommuner.no","","Vågå Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"nasjonalt-responssenter.no","nasjonalt-responssenter.no","http://nasjonalt-responssenter.no","","Kristiansand Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"nasjonaltresponssenter.no","nasjonaltresponssenter.no","http://nasjonaltresponssenter.no","","Kristiansand Kommune","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nationalparkvillage.no","nationalparkvillage.no","http://nationalparkvillage.no","","Jondal Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"natur-museum.no","natur-museum.no","http://natur-museum.no","","Sykkylven Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"naturarven.no","naturarven.no","http://naturarven.no","","Lierne Nasjonalparksenter Iks","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"naturenshus.no","naturenshus.no","http://naturenshus.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"naturlos.no","naturlos.no","http://www.naturlos.no","","Midt-Agder Friluftsråd","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"naturogidrett.no","naturogidrett.no","http://www.naturogidrett.no","","Stavanger Natur- og Idrettsservice Kf","Rogaland","No","dotgov","No","No","No","","","","","","No"
"naturporten.no","naturporten.no","http://naturporten.no","","Lierne Nasjonalparksenter Iks","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"natursenteret.no","natursenteret.no","http://natursenteret.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","No","dotgov","No","No","No","","","","","","No"
"naturskolen.no","naturskolen.no","http://naturskolen.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"naturtriangelet.no","naturtriangelet.no","http://naturtriangelet.no","","Flekkefjord Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"naustdal.kommune.no","naustdal.kommune.no","https://www.naustdal.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"naustdalhelsesenter.no","naustdalhelsesenter.no","http://naustdalhelsesenter.no","","Naustdal Kommune","Sogn og Fjordane","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nbio.no","nbio.no","http://nbio.no","","Nordhordland Utviklingsselskap Iks","Hordaland","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"ndt-lan.no","ndt-lan.no","https://ndt-lan.no","","Nygård Sokn","Hordaland","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nedre-eiker.kommune.no","nedre-eiker.kommune.no","https://www.nedre-eiker.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nedreeikerkirken.no","nedreeikerkirken.no","http://nedreeikerkirken.no","","Nedre Eiker Kirkelige Fellesråd","Buskerud","No","dotgov","No","No","No","","","","","","No"
"nedreeikerskolen.no","nedreeikerskolen.no","http://www.nedreeikerskolen.no","","Drammen Kommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"neiker.no","neiker.no","http://www.neiker.no","","Nedre Eiker Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"nek-skole.no","nek-skole.no","http://nek-skole.no","","Nedre Eiker Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"nelaug.no","nelaug.no","http://nelaug.no","","Åmli Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"neroylegekontor.no","neroylegekontor.no","http://neroylegekontor.no","","Nærøy Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"nes-ak.kommune.no","nes-ak.kommune.no","https://www.nes-ak.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nes-ak.no","nes-ak.no","http://www.nes-ak.no","","Nes Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"nes-bu.kommune.no","nes-bu.kommune.no","http://www.nes-bu.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"nesbyenlegesenter.no","nesbyenlegesenter.no","http://nesbyenlegesenter.no","","Nes Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"nesch-museet.no","nesch-museet.no","http://nesch-museet.no","","Ål Kommune","Buskerud","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nesfolkebibliotek.no","nesfolkebibliotek.no","http://nesfolkebibliotek.no","","Nes Kommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"neskirke.no","neskirke.no","http://neskirke.no","","Flå og Nes Kirkelige Fellesråd","Buskerud","No","dotgov","No","No","No","","","","","","No"
"neslensemuseum.no","neslensemuseum.no","http://neslensemuseum.no","","Skiptvet Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"nesna.kommune.no","nesna.kommune.no","https://www.nesna.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nesnaskolen.no","nesnaskolen.no","https://www.nesnaskolen.no","","Nesna Kommune","Nordland","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nesodden-introsenter.no","nesodden-introsenter.no","http://nesodden-introsenter.no","","Nesodden Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"nesodden.kommune.no","nesodden.kommune.no","https://www.nesodden.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nesoddenbibliotek.no","nesoddenbibliotek.no","https://nesoddenbibliotek.no","","Nesodden Kommune","Akershus","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nesoddenpolitiker.no","nesoddenpolitiker.no","http://nesoddenpolitiker.no","","Ås Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"nessamlinger.no","nessamlinger.no","http://nessamlinger.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"nesseby.kommune.no","nesseby.kommune.no","https://nesseby.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nesseskule.no","nesseskule.no","http://nesseskule.no","","Balestrand Kommune","Sogn og Fjordane","No","dotgov","No","No","No","","","","","","No"
"nesset.kommune.no","nesset.kommune.no","http://www.nesset.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"nessetpolitiker.no","nessetpolitiker.no","http://nessetpolitiker.no","","Nesset Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"netsor.no","netsor.no","http://netsor.no","","Hægebostad og Åseral Renovasjonsselskap-Hår Iks","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"nettbiblioteket.no","nettbiblioteket.no","http://nettbiblioteket.no","","Bergen Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"nettfagskolen.no","nettfagskolen.no","http://nettfagskolen.no","","Troms Fylkeskommune Utdanningsetaten","Troms","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nettregionen.no","nettregionen.no","http://www.nettregionen.no","","Hitra Kommune","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"nettskolentelemark.no","nettskolentelemark.no","http://www.nettskolentelemark.no","","Telemark Fylkeskommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"nettskolentfk.no","nettskolentfk.no","http://nettskolentfk.no","","Telemark Fylkeskommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"nettverk-nordmore.no","nettverk-nordmore.no","http://nettverk-nordmore.no","","Surnadal Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"newinharstad.no","newinharstad.no","http://newinharstad.no","","Harstad Kommune","Troms","No","dotgov","No","No","No","","","","","","No"
"nfk.no","nfk.no","http://www.nfk.no","","Nordland Fylkeskommune","Nordland","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"ngir.no","ngir.no","http://ngir.no","","Nordhordland og Gulen Interkommunale Renovasjonsselskap Iks","Hordaland","No","dotgov","No","No","No","","","","","","No"
"nglms.no","nglms.no","http://www.nglms.no","","Sel Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"ngr.no","ngr.no","http://ngr.no","","Nord-Gudbrandsdal Renovasjonsselskap Iks","Oppland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nhkemner.no","nhkemner.no","http://nhkemner.no","","Lindås Kommune","Hordaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nhr.no","nhr.no","http://nhr.no","","Nordhordland Revisjon Iks","Hordaland","No","dotgov","No","No","No","","","","","","No"
"nhu.no","nhu.no","http://nhu.no","","Stiftelsen Lillehammer Museum","Oppland","No","dotgov","No","No","No","","","","","","No"
"nidarosdomen.no","nidarosdomen.no","https://www.nidarosdomen.no","","Nidaros Domkirke og Vår Frue Sokn","Sør-Trøndelag","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nidarosdomensjentekor.no","nidarosdomensjentekor.no","http://www.nidarosdomensjentekor.no","","Nidaros Domkirke og Vår Frue Sokn","Sør-Trøndelag","Yes","dotgov","No","No","No","No","Yes","No","No","No","No"
"nidarosdomkor.no","nidarosdomkor.no","http://www.nidarosdomkor.no","","Nidaros Domkirke og Vår Frue Sokn","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"nir.mr.no","nir.mr.no","http://www.nir.mr.no","","Nordmøre Interkommunale Renovasjonsselskap","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"nirog.no","nirog.no","http://nirog.no","","Rogaland Fylkeskommune Opplæringsavdelingen","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nissedal.kommune.no","nissedal.kommune.no","http://nissedal.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"nissedalbib.no","nissedalbib.no","http://nissedalbib.no","","Nome Kommune","Telemark","Yes","dotgov","No","No","No","No","","Yes","Yes","Yes","No"
"nissenskogenbarnehage.no","nissenskogenbarnehage.no","http://nissenskogenbarnehage.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"nittedal-kulturhus.no","nittedal-kulturhus.no","http://nittedal-kulturhus.no","","Nittedal Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"nittedal.kommune.no","nittedal.kommune.no","https://www.nittedal.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
